3.759815692901611328e-01,8.236667607105036974e+08,3.101756443501220942e+08,1.470827264868308248e+03
1.602815389633178711e+00,7.583928208582842350e+08,2.861647522295228839e+08,5.946030293901571895e+03
1.134142398834228516e+00,6.143610940264928341e+08,3.079025546030395031e+08,3.602633253637279154e+02
8.838987350463867188e-01,7.510355674658421278e+08,3.111313880958227515e+08,2.027206886261694535e+03
7.108721733093261719e-01,7.544193032865145206e+08,3.097662540377672315e+08,1.199509165943347170e+03
7.926287651062011719e-01,7.608147145850757360e+08,3.038601778862109184e+08,5.794069170193672107e+03
7.292120456695556641e-01,7.800363748048057556e+08,2.660530348485283852e+08,8.497376882808438836e+00
7.953913211822509766e-01,8.180026431455210447e+08,3.125332474980734587e+08,3.481833101287421869e+03
8.339717388153076172e-01,4.280038816582727432e+08,2.686865941059888601e+08,6.651983198631171945e+03
8.680915832519531250e-01,6.377356046892554760e+08,2.332490842709434927e+08,9.985951019806328986e+03
7.432758808135986328e-01,7.200809975638142824e+08,3.099183491812096834e+08,1.622653422377663901e+03
6.429414749145507812e-01,8.505456845293420553e+08,3.092292411418024302e+08,5.272134063501592209e+03
6.485924720764160156e-01,6.746460068639611006e+08,3.115757886048308015e+08,5.048940024154658204e+03
7.953374385833740234e-01,6.528716011268647909e+08,3.103291270394580960e+08,3.988567890436005655e+03
7.803506851196289062e-01,4.017035877793556452e+08,3.097977474310786128e+08,2.287385668324291601e+03
1.152791500091552734e+00,7.093925543440581560e+08,3.109860068439041972e+08,4.079471027826532918e+03
1.018147468566894531e+00,8.008893333130216599e+08,3.118407058479064703e+08,2.821526605177299643e+03
2.486013650894165039e+00,8.870336431476938725e+08,3.092281130632188916e+08,4.351746399098400109e-01
6.994640827178955078e-01,7.947621412673559189e+08,3.057751824572406411e+08,3.177659944910180457e+03
6.982858180999755859e-01,6.396140010232139826e+08,3.095408335190715790e+08,1.605973983451533286e+03
8.176672458648681641e-01,6.606895769286862612e+08,3.098010016350013018e+08,8.946779392215565167e+03
8.111875057220458984e-01,6.835877777558667660e+08,3.114692353944402933e+08,5.471920879379677899e+03
7.175548076629638672e-01,8.531513855922375917e+08,3.055152840461525321e+08,6.857068238717515669e+02
8.157858848571777344e-01,8.464872731064929962e+08,3.093745396527456045e+08,2.715179450146894851e+03
9.407534599304199219e-01,6.656186359089597464e+08,2.934703759643822908e+08,3.756371565748505418e+03
9.155654907226562500e-01,6.737544702654756308e+08,3.092339586283859611e+08,3.332884086668691452e+03
1.084053754806518555e+00,7.128464507562497854e+08,3.119645015037506223e+08,2.220296054710888711e+02
8.861289024353027344e-01,7.379074467478207350e+08,3.130957976561495662e+08,3.472284543271894563e+03
1.050821065902709961e+00,8.534665637663292885e+08,2.945416659291195869e+08,4.882800240960888914e+03
