2.013540267944335938e-02,7.991747436523437500e+02
1.604199409484863281e-02,9.046481323242187500e+02
2.014684677124023438e-02,7.095869750976562500e+02
1.603245735168457031e-02,9.800837402343750000e+02
1.601767539978027344e-02,1.531734130859375000e+03
2.051568031311035156e-02,3.569754882812500000e+03
1.562666893005371094e-02,7.072268676757812500e+02
1.597571372985839844e-02,5.763122177124023438e+01
2.021884918212890625e-02,4.623504943847656250e+02
1.599836349487304688e-02,1.381876098632812500e+03
1.603937149047851562e-02,1.708631958007812500e+03
1.596665382385253906e-02,2.233488273620605469e+01
2.422046661376953125e-02,1.756482299804687500e+03
2.402544021606445312e-02,7.978266601562500000e+02
1.608943939208984375e-02,1.911486083984375000e+03
1.999998092651367188e-02,1.839678802490234375e+02
1.696252822875976562e-02,1.344237548828125000e+03
2.001905441284179688e-02,2.909058189392089844e+01
1.720309257507324219e-02,1.655522094726562500e+03
2.020955085754394531e-02,2.272546539306640625e+02
2.002143859863281250e-02,1.946034698486328125e+02
2.013897895812988281e-02,5.834072494506835938e+01
2.402782440185546875e-02,-4.564548492431640625e+01
2.402734756469726562e-02,4.110986938476562500e+02
2.422285079956054688e-02,7.881655120849609375e+01
1.600265502929687500e-02,3.412229919433593750e+02
2.016329765319824219e-02,6.294420166015625000e+02
1.953792572021484375e-02,2.324883270263671875e+02
1.601624488830566406e-02,1.171746704101562500e+03
2.415823936462402344e-02,1.094409423828125000e+03
2.801609039306640625e-02,1.026011230468750000e+03
2.030539512634277344e-02,9.278806762695312500e+02
1.552581787109375000e-02,5.610372314453125000e+02
2.074980735778808594e-02,4.783920288085937500e+02
1.995968818664550781e-02,5.803709106445312500e+02
2.400159835815429688e-02,1.803029022216796875e+02
2.010512351989746094e-02,4.734029846191406250e+02
1.955819129943847656e-02,9.847908935546875000e+02
2.024340629577636719e-02,-3.965905761718750000e+01
1.601314544677734375e-02,8.054174194335937500e+02
2.000093460083007812e-02,1.461716552734375000e+03
2.015829086303710938e-02,5.549182739257812500e+02
1.551628112792968750e-02,1.444008544921875000e+03
1.601099967956542969e-02,1.087770996093750000e+03
1.627683639526367188e-02,1.406582183837890625e+02
2.000021934509277344e-02,4.801131896972656250e+02
1.613974571228027344e-02,9.479483642578125000e+02
2.004170417785644531e-02,-8.731655120849609375e+00
1.552033424377441406e-02,2.033612182617187500e+03
2.015233039855957031e-02,3.020584297180175781e+01
1.600027084350585938e-02,8.941442260742187500e+02
1.600360870361328125e-02,1.186795166015625000e+03
2.064752578735351562e-02,6.029964599609375000e+02
2.403450012207031250e-02,6.710859375000000000e+02
1.952266693115234375e-02,1.177232177734375000e+03
